Price,Car Name,Region,Condition,Mileage,Year,Color,Brand,Log_Price
4368000.0,Lexus RX 300,Enugu State,Local Used,189798.0,1999,Green,Lexus,15.28981602534458
4725000.0,Honda Civic,Lagos State,Local Used,111000.0,2009,Black,Honda,15.368378330550168
2425500.0,Hyundai Sonata,Lagos State,Local Used,190624.0,2008,Black,Hyundai,14.701548658953449
91520000.0,Toyota Hilux,Lagos State,Foreign Used,62025.0,2021,White,Toyota,18.332068096522335
3150000.0,Honda Civic,Oyo State,Local Used,396942.0,2006,Blue,Honda,14.962913328262083
5775000.0,BMW X5,Lagos State,Local Used,187233.0,2003,Blue,BMW,15.56904898753229
6300000.0,Nissan Titan,Edo State,Local Used,231212.0,2007,Black,Nissan,15.656060350091908
27300000.0,Lexus RX 350,Lagos State,Foreign Used,26304.0,2015,Blue,Lexus,17.122397296785223
3120000.0,Peugeot 206,Abuja (FCT),Local Used,152666.0,2005,Green,Peugeot,14.953343880298434
14175000.0,Hyundai Azera,Abuja (FCT),Foreign Used,109716.0,2014,Black,Hyundai,16.466990478124824
5979750.0,Honda CR-V,Lagos State,Local Used,262026.0,2010,Black,Honda,15.603889486263908
17850000.0,Kia Rio,Lagos State,Local Used,15368.0,2023,Gray,Kia,16.69751412221233
5355000.0,Toyota Sienna LE FWD (3.3L V6 5A),Lagos State,Local Used,312535.0,2004,Gold,Toyota,15.493541448605331
9371250.0,Mercedes-Benz GL-Class,Lagos State,Local Used,,2011,Black,Mercedes-Benz,16.053157156508753
6552000.0,Toyota Sienna,Lagos State,Local Used,317033.0,2004,Silver,Toyota,15.695281057140182
6930000.0,Toyota Corolla,Abuja (FCT),Local Used,97225.0,2009,Gold,Toyota,15.751370515466219
11440000.0,Toyota Highlander Limited,Lagos State,Local Used,447093.0,2008,Red,Toyota,16.25262663132851
7350000.0,Audi Q7,Lagos State,Local Used,328777.0,2007,Black,Audi,15.810211007243431
26250000.0,New MG MGC,Lagos State,Brand New,3048.0,2023,Black,New,17.083176585097142
4095000.0,Toyota Camry,Edo State,Local Used,101224.0,2003,Silver,Toyota,15.22527751946952
5565000.0,Lexus ES 330,Rivers State,Local Used,80246.0,2005,Silver,Lexus,15.532007722386284
5096000.0,Honda Accord,Abuja (FCT),Local Used,213452.0,2008,Black,Honda,15.443966672466455
22050000.0,BMW X4,Lagos State,Local Used,20655.0,2015,Brown,BMW,16.908823205208602
6760000.0,Lexus ES,Lagos State,Local Used,110815.0,2003,Silver,Lexus,15.72653359594813
8320000.0,Toyota Sienna,Abuja (FCT),Local Used,65911.0,2006,Gray,Toyota,15.934172932989691
17160000.0,Hyundai Sonata,Abuja (FCT),Foreign Used,104041.0,2015,Gray,Hyundai,16.658091710299146
8295000.0,Lexus RX 330,Lagos State,Local Used,304343.0,2004,Black,Lexus,15.931163602161226
20475000.0,Lexus RX 350,Lagos State,Foreign Used,130403.0,2012,Black,Lexus,16.834715236543456
10400000.0,Lexus GX,Rivers State,Local Used,202894.0,2003,Silver,Lexus,16.15731646026544
7560000.0,Toyota Solara 2.4 Coupe,Lagos State,Local Used,109481.0,2008,Silver,Toyota,15.83838188043084
16640000.0,Lexus ES,Lagos State,Foreign Used,129740.0,2011,Blue,Lexus,16.627320053453488
18720000.0,Toyota Camry,Lagos State,Foreign Used,221831.0,2012,Gray,Toyota,16.74510308243252
4200000.0,Peugeot 308,Lagos State,Foreign Used,155188.0,2005,Red,Peugeot,15.250595321348806
5775000.0,Mazda 6 2.0,Akwa Ibom State,Local Used,146971.0,2009,Gray,Mazda,15.56904898753229
7280000.0,Toyota Camry,Rivers State,Local Used,78203.0,2008,Black,Toyota,15.800641557535496
5616000.0,Toyota Camry,Lagos State,Local Used,244894.0,2007,Black,Toyota,15.541130402750445
23961000.0,Toyota RAV4 XLE,Lagos State,Foreign Used,54820.0,2021,Blue,Toyota,16.99193810830212
7875000.0,Toyota RAV4 Limited V6 4x4,Akwa Ibom State,Foreign Used,103765.0,2008,Black,Toyota,15.87920386966009
17251500.0,Mercedes-Benz GLK-Class 350 4MATIC,Lagos State,Foreign Used,84295.0,2014,Black,Mercedes-Benz,16.663409712148855
7875000.0,BMW X3,Abuja (FCT),Foreign Used,287771.0,2006,Black,BMW,15.87920386966009
5250000.0,Toyota Sienna,Lagos State,Local Used,133085.0,2005,Blue,Toyota,15.473738825043979
4680000.0,Lexus RX 300,Lagos State,Local Used,786938.0,2001,Black,Lexus,15.35880888156902
10290000.0,Toyota Corolla,Lagos State,Local Used,115798.0,2015,Black,Toyota,16.146683204991955
6825000.0,Toyota RAV4,Lagos State,Local Used,298617.0,2007,Silver,Toyota,15.736103045555433
4680000.0,Hyundai Elantra 2.0,Akwa Ibom State,Local Used,114234.0,2009,Blue,Hyundai,15.35880888156902
14700000.0,Honda Accord,Lagos State,Foreign Used,220548.0,2014,Black,Honda,16.503358119776173
9360000.0,Toyota Camry,Lagos State,Local Used,205802.0,2011,Black,Toyota,16.051955955291376
3465000.0,Toyota Camry,Edo State,Local Used,119065.0,2004,Black,Toyota,15.058223479206386
1890000.0,Honda Accord,Lagos State,Local Used,1.0,2002,Black,Honda,14.452087916136215
9048000.0,Ford Edge,Lagos State,Local Used,197612.0,2013,White,Ford,16.01805440729975
4200000.0,Toyota 4-Runner,Lagos State,Local Used,219653.0,2001,White,Toyota,15.250595321348806
4620000.0,Toyota Highlander,Lagos State,Local Used,206306.0,2002,Gray,Toyota,15.345905479508113
7280000.0,Ford Edge,Rivers State,Local Used,283728.0,2007,Off white,Ford,15.800641557535496
3780000.0,Lexus RX 300,Lagos State,Local Used,309900.0,2002,Black,Lexus,15.145234832145999
23205000.0,Toyota Highlander,Lagos State,Local Used,100751.0,2015,Gray,Toyota,16.95987837375157
15750000.0,Mercedes-Benz E350,Edo State,Local Used,,2014,Black,Mercedes-Benz,16.572350986727976
29640000.0,Toyota Land Cruiser Prado,Lagos State,Local Used,54289.0,2010,Black,Toyota,17.20463539213035
14040000.0,Toyota Corolla,Kaduna State,Local Used,145838.0,2014,White,Toyota,16.457421027787007
13650000.0,Toyota RAV4,Lagos State,Foreign Used,364528.0,2011,Brown,Toyota,16.429250152855314
9750000.0,Lexus RX 350,Rivers State,Local Used,310039.0,2009,Silver,Lexus,16.092777945538128
4200000.0,Honda Accord,Abuja (FCT),Local Used,122755.0,2008,Black,Honda,15.250595321348806
3120000.0,Honda Accord,Lagos State,Local Used,220312.0,2003,Black,Honda,14.953343880298434
7245000.0,Lexus RX 330,Imo State,Local Used,,2006,Green,Lexus,15.795822271763134
9975000.0,Acura TLX,Rivers State,Local Used,197457.0,2015,Blue,Acura,16.11559262099082
8400000.0,Volkswagen Tiguan,Lagos State,Local Used,84155.0,2015,Brown,Volkswagen,15.943742382861153
5775000.0,Mercedes-Benz C300,Oyo State,Local Used,54016.0,2011,Black,Mercedes-Benz,15.56904898753229
14175000.0,Hyundai Elantra,Rivers State,Foreign Used,149630.0,2017,Gray,Hyundai,16.466990478124824
7800000.0,Lexus GS,Abuja (FCT),Local Used,366607.0,2006,Black,Lexus,15.869634419864939
7812000.0,Toyota Corolla,Abuja (FCT),Foreign Used,299999.0,2005,White,Toyota,15.87117169898689
9360000.0,Toyota Highlander,Abuja (FCT),Local Used,149124.0,2004,Black,Toyota,16.051955955291376
3780000.0,Toyota Corolla 1.8 TS,Lagos State,Local Used,359907.0,2004,Blue,Toyota,15.145234832145999
5565000.0,Mercedes-Benz M Class,Lagos State,Local Used,152181.0,2009,Silver,Mercedes-Benz,15.532007722386284
31200000.0,Honda Accord,Abuja (FCT),Foreign Used,39884.0,2018,Black,Honda,17.25592868483099
3150000.0,Ford Edge,Imo State,Local Used,350951.0,2007,Gray,Ford,14.962913328262083
4368000.0,Toyota Camry,Enugu State,Local Used,345284.0,2003,Green,Toyota,15.28981602534458
7560000.0,Toyota Tacoma,Lagos State,Local Used,455766.0,2008,Black,Toyota,15.83838188043084
23920000.0,Toyota Highlander,Lagos State,Foreign Used,92525.0,2013,Black,Toyota,16.990225528852722
6594000.0,Toyota Camry,Lagos State,Local Used,197989.0,2011,Black,Toyota,15.701670854266819
9360000.0,Honda Crosstour,Abuja (FCT),Local Used,197923.0,2010,White,Honda,16.051955955291376
6240000.0,Toyota Camry,Rivers State,Local Used,89536.0,2004,Gold,Toyota,15.646490900602007
11960000.0,Toyota Camry,Lagos State,Foreign Used,197506.0,2011,Red,Toyota,16.297078390098797
3150000.0,Toyota Camry,Abuja (FCT),Local Used,185423.0,1997,Silver,Toyota,14.962913328262083
33280000.0,Toyota Highlander,Lagos State,Local Used,51406.0,2018,Brown,Toyota,17.320467203965357
7540000.0,Toyota Sienna LE,Lagos State,Local Used,115279.0,2008,Gray,Toyota,15.835732872610125
7980000.0,Nissan Versa 1.6 SV,Lagos State,Foreign Used,67728.0,2013,Blue,Nissan,15.892449094739266
4680000.0,Toyota Camry,Lagos State,Local Used,407909.0,2003,Black,Toyota,15.35880888156902
42000000.0,Dodge Charger SXT RWD,Lagos State,Foreign Used,151519.0,2019,Red,Dodge,17.553180200057167
6800000.0,Toyota Sienna,Abuja (FCT),Local Used,303989.0,2008,Green,Toyota,15.732433317205148
22050000.0,Toyota Camry SE (2.5L 4cyl 8A),Lagos State,Foreign Used,412673.0,2019,Black,Toyota,16.908823205208602
3570000.0,Toyota Sienna,Oyo State,Local Used,188582.0,2001,Silver,Toyota,15.088076433867826
16758000.0,Lexus ES,Lagos State,Local Used,130570.0,2013,Black,Lexus,16.63438637382836
11235000.0,Toyota Highlander,Abuja (FCT),Local Used,90966.0,2010,Silver,Toyota,16.234544552609126
26250000.0,Toyota Tacoma,Lagos State,Local Used,161598.0,2013,Silver,Toyota,17.083176585097142
8320000.0,Toyota Camry,Abuja (FCT),Local Used,110690.0,2007,White,Toyota,15.934172932989691
17680000.0,Mercedes-Benz GL-Class,Lagos State,Local Used,335091.0,2010,Black,Mercedes-Benz,16.687944671734854
8944000.0,Toyota Camry,Lagos State,Local Used,80353.0,2009,Green,Toyota,16.006493586183808
6968000.0,Toyota Sienna,Lagos State,Local Used,202407.0,2007,Gold,Toyota,15.756838941027668
15600000.0,Toyota Camry,Abuja (FCT),Local Used,167294.0,2016,Black,Toyota,16.562781536322326
6237000.0,Toyota Corolla,Lagos State,Local Used,192969.0,2008,Blue,Toyota,15.64601001584174
9282000.0,Toyota Camry,Lagos State,Foreign Used,230154.0,2007,Black,Toyota,16.043587706518654
4410000.0,Honda CR-V,Lagos State,Foreign Used,,2005,Green,Honda,15.299385474180372
15750000.0,Mercedes-Benz GLA 250,Abuja (FCT),Local Used,116825.0,2015,White,Mercedes-Benz,16.572350986727976
5250000.0,Lexus ES,Oyo State,Local Used,201241.0,2005,Black,Lexus,15.473738825043979
9048000.0,Ford Edge,Lagos State,Local Used,175614.0,2013,Burgandy,Ford,16.01805440729975
20081250.0,Lexus RX 350,Lagos State,Foreign Used,138691.0,2011,Gray,Lexus,16.815297151644
8190000.0,BMW X6,Lagos State,Local Used,90995.0,2008,White,BMW,15.918424577929366
4725000.0,Ford Edge,Edo State,Local Used,288963.0,2009,Silver,Ford,15.368378330550168
2730000.0,Ford Escape,Oyo State,Local Used,185813.0,2009,Silver,Ford,14.819812533461441
9880000.0,Lexus IS,Abuja (FCT),Local Used,116325.0,2009,White,Lexus,16.10602317093862
3990000.0,Mercedes-Benz M Class,Enugu State,Local Used,138000.0,2004,Blue,Mercedes-Benz,15.199302039492581
41600000.0,Lexus GX,Lagos State,Foreign Used,148242.0,2011,Black,Lexus,17.543610749269952
3727500.0,Hyundai Tucson GL 4x4,Lagos State,Local Used,351528.0,2005,Green,Hyundai,15.131248593897318
6825000.0,Toyota Camry,Lagos State,Local Used,165404.0,2010,Silver,Toyota,15.736103045555433
13125000.0,GMC Acadia,Abuja (FCT),Local Used,1702249.0,2012,White,GMC,16.390029442632436
34320000.0,Toyota Camry,Lagos State,Foreign Used,139565.0,2018,White,Toyota,17.351238861721562
4536000.0,Mercedes-Benz E350,Abuja (FCT),Local Used,400361.0,2006,Black,Mercedes-Benz,15.327556344848254
35360000.0,Toyota Camry,Lagos State,Foreign Used,92281.0,2018,White,Toyota,17.38109182401426
11959500.0,Toyota Venza,Lagos State,Local Used,328286.0,2010,Black,Toyota,16.297036583208328
12480000.0,Honda Pilot,Rivers State,Local Used,239122.0,2009,White,Honda,16.33963800103376
3360000.0,Honda Civic,Lagos State,Local Used,269633.0,2008,Gray,Honda,15.02745182955839
51450000.0,Toyota Highlander,Oyo State,Foreign Used,45331.0,2020,Black,Toyota,17.75612103968068
4200000.0,Honda Accord,Rivers State,Local Used,159031.0,2008,Red,Honda,15.250595321348806
7350000.0,Audi Q7,Rivers State,Local Used,240383.0,2009,Gray,Audi,15.810211007243431
10500000.0,Toyota Sienna,Abuja (FCT),Foreign Used,115614.0,2004,Blue,Toyota,16.166885910365842
14700000.0,Hyundai Santa Fe,Rivers State,Local Used,119821.0,2013,Black,Hyundai,16.503358119776173
7800000.0,Toyota Camry,Lagos State,Local Used,117314.0,2008,Silver,Toyota,15.869634419864939
6825000.0,Mercedes-Benz C300,Abuja (FCT),Local Used,188689.0,2009,Black,Mercedes-Benz,15.736103045555433
12480000.0,Toyota Camry,Lagos State,Local Used,134452.0,2010,Green,Toyota,16.33963800103376
20475000.0,Lexus RX 350,Lagos State,Foreign Used,125473.0,2012,Black,Lexus,16.834715236543456
16957500.0,Toyota Venza,Lagos State,Foreign Used,316248.0,2009,White,Toyota,16.646220830773327
7300000.0,Toyota Corolla,Abuja (FCT),Local Used,149915.0,2008,Blue,Toyota,15.80338504310491
6552000.0,Toyota Sienna,Lagos State,Local Used,305837.0,2004,Silver,Toyota,15.695281057140182
7300000.0,Toyota Corolla,Rivers State,Local Used,149560.0,2008,Blue,Toyota,15.80338504310491
23835000.0,Toyota Sienna,Lagos State,Foreign Used,452454.0,2017,Gray,Toyota,16.98666568857617
3536000.0,Toyota Sienna,Ogun State,Local Used,432297.0,2000,Gold,Toyota,15.07850698554506
4200000.0,Toyota Highlander,Ondo State,Local Used,298613.0,2004,Burgandy,Toyota,15.250595321348806
8400000.0,Honda Pilot,Lagos State,Local Used,287045.0,2013,Gray,Honda,15.943742382861153
6300000.0,Nissan Murano,Rivers State,Local Used,22491.0,2010,Silver,Nissan,15.656060350091908
11960000.0,Hyundai Sonata,Lagos State,Foreign Used,85262.0,2011,Blue,Hyundai,16.297078390098797
3885000.0,Toyota Camry,Lagos State,Local Used,227187.0,2004,Blue,Toyota,15.172633799184108
50400000.0,Land Rover Range Rover Velar P250 4x4,Lagos State,Foreign Used,121542.0,2018,White,Land,17.735501752882865
2808000.0,Toyota Camry,Lagos State,Local Used,325500.0,1999,Silver,Toyota,14.847983400253131
10500000.0,Mercedes-Benz CLA-Class,Lagos State,Foreign Used,210544.0,2014,White,Mercedes-Benz,16.166885910365842
15600000.0,Toyota Highlander,Abia State,Local Used,169923.0,2011,Gray,Toyota,16.562781536322326
11440000.0,Honda Accord,Lagos State,Local Used,91349.0,2013,Gray,Honda,16.25262663132851
6825000.0,Volvo XC90,Lagos State,Local Used,118791.0,2008,Black,Volvo,15.736103045555433
46800000.0,Mercedes-Benz GLS-Class,Abuja (FCT),Local Used,128819.0,2017,White,Mercedes-Benz,17.661393782255395
3528000.0,Lexus RX 300,Lagos State,Local Used,285227.0,2000,Gold,Lexus,15.07624197955549
13967625.0,Toyota Corolla,Lagos State,Foreign Used,417826.0,2015,Red,Toyota,16.452252781216224
9880000.0,Lexus RX 350,Lagos State,Local Used,155188.0,2007,Green,Lexus,16.10602317093862
3885000.0,Toyota Sienna,Oyo State,Local Used,187771.0,2005,Blue,Toyota,15.172633799184108
11440000.0,Toyota Highlander,Abuja (FCT),Local Used,245339.0,2008,Silver,Toyota,16.25262663132851
9360000.0,Toyota Camry,Lagos State,Local Used,133335.0,2011,Silver,Toyota,16.051955955291376
8632000.0,Toyota Corolla,Ogun State,Local Used,,2010,Blue,Toyota,15.970986901768107
3675000.0,Mitsubishi Endeavor,Lagos State,Local Used,310132.0,2005,Gray,Mitsubishi,15.11706396273788
12168000.0,Toyota Camry,Lagos State,Foreign Used,482890.0,2011,Silver,Toyota,16.314320195104038
20800000.0,Hyundai Santa Fe,Abuja (FCT),Foreign Used,329766.0,2013,Black,Hyundai,16.85046359274847
8840000.0,Toyota Corolla,Oyo State,Local Used,183157.0,2011,Black,Toyota,15.994797547735992
15600000.0,Mercedes-Benz GL-Class,Oyo State,Local Used,245960.0,2010,Gray,Mercedes-Benz,16.562781536322326
4992000.0,Honda Accord 2.4 EX,Akwa Ibom State,Local Used,140341.0,2008,Gray,Honda,15.423347389351893
18562500.0,Toyota Corolla,Lagos State,Local Used,117677.0,2016,Black,Toyota,16.736654028399244
5616000.0,Toyota Corolla,Lagos State,Local Used,235201.0,2003,Red,Toyota,15.541130402750445
37800000.0,Lexus GX,Lagos State,Local Used,82787.0,2017,Black,Lexus,17.44781968704484
4680000.0,Toyota RAV4,Abuja (FCT),Local Used,298429.0,2002,Black,Toyota,15.35880888156902
8190000.0,Lexus RX 350,Lagos State,Local Used,150655.0,2009,Black,Lexus,15.918424577929366
3150000.0,Nissan Sunny,Lagos State,Local Used,2227512.0,2010,White,Nissan,14.962913328262083
5880000.0,Lexus GS,Lagos State,Local Used,223579.0,2008,Black,Lexus,15.587067489942822
5565000.0,Kia Sportage,Lagos State,Local Used,116333.0,2011,Silver,Kia,15.532007722386284
7140000.0,Toyota Corolla,Lagos State,Local Used,137952.0,2012,Black,Toyota,15.78122347437178
346500000.0,Lexus LX,Lagos State,Foreign Used,694.0,2024,Black,Lexus,19.663393379480233
18060000.0,Mercedes-Benz M Class ML 350 4Matic,Lagos State,Local Used,288380.0,2012,White,Mercedes-Benz,16.709210161324098
21000000.0,Toyota Tacoma,Lagos State,Foreign Used,432870.0,2016,White,Toyota,16.860033043306743
37750000.0,Mercedes-Benz GL-Class,Lagos State,Foreign Used,107442.0,2014,Silver,Mercedes-Benz,17.44649606014937
20800000.0,Honda Accord,Lagos State,Local Used,147548.0,2012,Black,Honda,16.85046359274847
11550000.0,Toyota Highlander,Lagos State,Local Used,350665.0,2013,Silver,Toyota,16.26219608151216
6615000.0,Toyota Camry,Imo State,Local Used,250828.0,2010,Silver,Toyota,15.70485050670276
4200000.0,Toyota Corolla,Rivers State,Local Used,261183.0,2005,Gold,Toyota,15.250595321348806
12480000.0,Toyota Camry,Abuja (FCT),Local Used,331924.0,2012,Black,Toyota,16.33963800103376
6240000.0,Toyota Highlander Limited V6 AWD,Lagos State,Local Used,297809.0,2003,Black,Toyota,15.646490900602007
2600000.0,Toyota Camry,Lagos State,Local Used,296908.0,2000,Gray,Toyota,14.77102238760702
5250000.0,Toyota Corolla,Abuja (FCT),Local Used,224568.0,2006,Silver,Toyota,15.473738825043979
5880000.0,Toyota Camry,Lagos State,Local Used,209854.0,2011,Blue,Toyota,15.587067489942822
14700000.0,Lexus RX 350,Lagos State,Foreign Used,214901.0,2009,Blue,Lexus,16.503358119776173
10500000.0,Toyota Highlander,Rivers State,Local Used,181029.0,2009,Black,Toyota,16.166885910365842
3465000.0,Mercedes-Benz C280,Lagos State,Local Used,218784.0,2006,Silver,Mercedes-Benz,15.058223479206386
5250000.0,Chevrolet Traverse,Abuja (FCT),Local Used,115439.0,2012,Red,Chevrolet,15.473738825043979
6760000.0,Toyota Highlander,Abia State,Local Used,265096.0,2004,Gray,Toyota,15.72653359594813
36400000.0,Honda Accord,Abuja (FCT),Foreign Used,75840.0,2021,White,Honda,17.410079360079497
28080000.0,Geely Coolray,Lagos State,Local Used,46589.0,2022,Silver,Geely,17.15056817273442
31096000.0,Toyota Highlander Limited,Lagos State,Foreign Used,144256.0,2012,White,Toyota,17.252589783672672
12075000.0,Toyota Highlander Limited,Rivers State,Local Used,46291.0,2011,Black,Toyota,16.306647840318643
1995000.0,Toyota Corolla,Ogun State,Local Used,551923.0,1999,Gold,Toyota,14.506155109559108
6615000.0,Lexus ES,Abia State,Local Used,113648.0,2009,Brown,Lexus,15.70485050670276
9975000.0,Honda Accord,Lagos State,Local Used,124514.0,2014,Black,Honda,16.11559262099082
15750000.0,Kia Soul,Lagos State,Local Used,79703.0,2015,Beige,Kia,16.572350986727976
4725000.0,Toyota Corolla,Lagos State,Local Used,122460.0,2005,Silver,Toyota,15.368378330550168
6615000.0,Hyundai Santa Fe,Abuja (FCT),Local Used,325678.0,2006,Gray,Hyundai,15.70485050670276
5880000.0,Toyota Camry,Abuja (FCT),Local Used,282810.0,2008,Black,Toyota,15.587067489942822
4160000.0,Honda Pilot,Lagos State,Local Used,226948.0,2004,Gray,Honda,15.241025872622032
81120000.0,Toyota Highlander,Lagos State,Foreign Used,77005.0,2021,Gray,Toyota,18.211440110134564
5250000.0,Ford Expedition,Lagos State,Foreign Used,176053.0,2004,Blue,Ford,15.473738825043979
3588000.0,Honda Accord 2.4 Automatic,Lagos State,Local Used,183092.0,2003,Silver,Honda,15.093105780867585
5754000.0,Toyota Camry,Lagos State,Local Used,163869.0,2007,Silver,Toyota,15.56540599688576
17680000.0,Mercedes-Benz M Class,Lagos State,Foreign Used,151884.0,2009,Black,Mercedes-Benz,16.687944671734854
5250000.0,Kia Sportage,Lagos State,Local Used,210702.0,2013,Green,Kia,15.473738825043979
2625000.0,Nissan Sentra,Lagos State,Local Used,223538.0,2008,Blue,Nissan,14.78059183496017
8715000.0,Honda Accord,Lagos State,Local Used,318219.0,2013,Silver,Honda,15.980556351680944
4725000.0,Honda Accord,Oyo State,Local Used,79444.0,2008,Brown,Honda,15.368378330550168
21000000.0,Jeep Wrangler,Lagos State,Local Used,268111.0,2008,White,Jeep,16.860033043306743
18900000.0,Lexus GS,Abuja (FCT),Foreign Used,281098.0,2013,Gray,Lexus,16.75467253293992
6872250.0,Honda Accord Crosstour,Abuja (FCT),Local Used,317529.0,2011,Black,Honda,15.74300226700831
6240000.0,Toyota Sienna,Abuja (FCT),Local Used,76815.0,2004,Silver,Toyota,15.646490900602007
4410000.0,Mercedes-Benz C300,Lagos State,Local Used,305282.0,2008,Gray,Mercedes-Benz,15.299385474180372
10018312.0,Toyota Corolla,Abuja (FCT),Foreign Used,95289.0,2010,Silver,Toyota,16.119925276172854
19425000.0,Toyota Highlander,Ogun State,Foreign Used,289855.0,2012,Gray,Toyota,16.782071505698035
12600000.0,Honda Accord,Abuja (FCT),Local Used,95747.0,2016,Gray,Honda,16.349207451286784
2100000.0,Honda Accord,Ogun State,Local Used,,1998,Green,Honda,14.557448378884013
46800000.0,Mercedes-Benz GL-Class,Lagos State,Foreign Used,284346.0,2014,Gray,Mercedes-Benz,17.661393782255395
3360000.0,Acura TL,Lagos State,Local Used,255580.0,2006,Gray,Acura,15.02745182955839
9000000.0,Cadillac SRX,Lagos State,Local Used,248254.0,2011,Black,Cadillac,16.012735246411598
11440000.0,Toyota Highlander,Lagos State,Local Used,303053.0,2008,Black,Toyota,16.25262663132851
9360000.0,Toyota Highlander,Rivers State,Local Used,17335.0,2007,Blue,Toyota,16.051955955291376
8925000.0,Ford Mustang,Abuja (FCT),Local Used,307890.0,2009,Red,Ford,16.004366997674786
4200000.0,Jeep Grand Cherokee,Lagos State,Local Used,51185.0,2006,Gold,Jeep,15.250595321348806
13650000.0,Hyundai Sonata,Lagos State,Foreign Used,101385.0,2017,Blue,Hyundai,16.429250152855314
13440000.0,Mercedes-Benz CLA-Class,Lagos State,Local Used,58082.0,2015,White,Mercedes-Benz,16.413745967464035
3045000.0,Kia Rio,Abuja (FCT),Local Used,92966.0,2009,Blue,Kia,14.929011787533305
5250000.0,BMW 7 Series,Lagos State,Local Used,218281.0,2008,Black,BMW,15.473738825043979
21000000.0,Nissan X-Trail,Lagos State,Local Used,67827.0,2017,Black,Nissan,16.860033043306743
17325000.0,Hyundai Santa Fe,Lagos State,Foreign Used,199311.0,2015,Black,Hyundai,16.667661160760296
16120000.0,Toyota Camry,Abuja (FCT),Local Used,46397.0,2016,Black,Toyota,16.595571357077493
6930000.0,Toyota Matrix,Oyo State,Local Used,124986.0,2009,Gray,Toyota,15.751370515466219
7770000.0,Toyota Sienna,Lagos State,Foreign Used,400164.0,2004,Gold,Toyota,15.86578085104395
9048000.0,Toyota Camry,Imo State,Local Used,293929.0,2011,Red,Toyota,16.01805440729975
2625000.0,Honda CR-V 2.0 4WD Automatic,Lagos State,Foreign Used,130773.0,2000,Silver,Honda,14.78059183496017
7800000.0,Hyundai Santa Fe,Rivers State,Local Used,184020.0,2008,Blue,Hyundai,15.869634419864939
2223375.0,Honda Accord Automatic,Lagos State,Local Used,118114.0,2004,Gray,Honda,14.614537319444361
12390000.0,Hyundai Sonata,Lagos State,Foreign Used,203293.0,2012,Silver,Hyundai,16.332400334315572
15600000.0,Toyota Camry,Lagos State,Foreign Used,176168.0,2014,Green,Toyota,16.562781536322326
9152000.0,Lexus RX 330,Edo State,Local Used,159995.0,2004,Green,Lexus,16.029483101867445
8925000.0,Toyota Corolla,Lagos State,Local Used,402014.0,2011,Gray,Toyota,16.004366997674786
10920000.0,Toyota Corolla,Oyo State,Local Used,85442.0,2011,Silver,Toyota,16.20610661985612
7280000.0,Pontiac Vibe,Abuja (FCT),Local Used,253396.0,2009,Blue,Pontiac,15.800641557535496
4200000.0,Acura RDX,Oyo State,Local Used,415908.0,2008,Gray,Acura,15.250595321348806
4830000.0,Mercedes-Benz E350,Lagos State,Local Used,79191.0,2006,Black,Mercedes-Benz,15.390357232668071
5712000.0,Toyota Sienna CE AWD,Lagos State,Local Used,430831.0,2008,Blue,Toyota,15.55807995807157
2625000.0,Nissan Micra,Akwa Ibom State,Local Used,220851.0,2003,Blue,Nissan,14.78059183496017
18900000.0,Toyota Venza,Oyo State,Foreign Used,144796.0,2011,Black,Toyota,16.75467253293992
6825000.0,Toyota Corolla,Abuja (FCT),Local Used,152851.0,2008,Gray,Toyota,15.736103045555433
3150000.0,Toyota Camry,Abuja (FCT),Local Used,257335.0,1992,Green,Toyota,14.962913328262083
10500000.0,Toyota Highlander,Lagos State,Local Used,223371.0,2010,Gold,Toyota,16.166885910365842
4238850.0,Toyota Camry,Lagos State,Local Used,216946.0,2005,Silver,Toyota,15.259802799917525
5040000.0,Toyota Sienna,Lagos State,Local Used,843332.0,2006,Gray,Toyota,15.43291683846023
5460000.0,Toyota Camry 2.4,Akwa Ibom State,Local Used,262892.0,2008,Black,Toyota,15.512959530871253
3120000.0,Honda Accord,Rivers State,Local Used,,2003,White,Honda,14.953343880298434
9880000.0,Lexus RX 350,Lagos State,Local Used,181387.0,2008,Black,Lexus,16.10602317093862
16640000.0,Toyota Sienna,Oyo State,Foreign Used,102286.0,2011,Black,Toyota,16.627320053453488
4620000.0,Lexus ES,Ogun State,Local Used,367951.0,2003,Gray,Lexus,15.345905479508113
26000000.0,Toyota Hilux,Ondo State,Local Used,201155.0,2011,White,Toyota,17.073607134447293
24811500.0,Mercedes-Benz C300,Lagos State,Foreign Used,111701.0,2015,Black,Mercedes-Benz,17.026817853636413
12180000.0,Toyota Land Cruiser Prado,Abuja (FCT),Local Used,308661.0,2009,Silver,Toyota,16.315305902347827
13575000.0,Toyota Venza,Ondo State,Local Used,273159.0,2012,Blue,Toyota,16.423740497449096
3990000.0,Lexus RX 300,Lagos State,Local Used,228373.0,1999,White,Lexus,15.199302039492581
5200000.0,Toyota RAV4,Lagos State,Local Used,293010.0,2004,Black,Toyota,15.46416937585933
5720000.0,Toyota Corolla,Lagos State,Local Used,233215.0,2003,Gold,Toyota,15.55947953818114
2100000.0,Honda Accord,Lagos State,Local Used,205165.0,2000,Red,Honda,14.557448378884013
15600000.0,Mercedes-Benz E350,Lagos State,Local Used,231624.0,2012,Black,Mercedes-Benz,16.562781536322326
